Name,BR CPI NADJ,BR CHANGE IN CPI (%YOY) NADJ,BR US $ TO NATIONAL CURRENCY UNIT - EXCHANGE RATE (AVG),BR MONEY MARKET RATE ( FEDERAL FUNDS ),CH CHANGE IN CPI (%YOY) NADJ,CH NATIONAL CURRENCY UNIT TO US $ - EXCHANGE RATE (AVG),CH REAL EFFECTIVE EXCHANGE RATE INDEX - CPI BASED SADJ,CH DISCOUNT RATE (EP),FR CPI NADJ,FR CHANGE IN CPI (%YOY) NADJ,FR US $ TO 1 EURO (FRENCH FRANC DERIVED HISTORY PRIOR 1999),FR REAL EFFECTIVE EXCHANGE RATE INDEX - CPI BASED SADJ,FR TREASURY BILL RATE,US CPI NADJ,US CHANGE IN CPI (%YOY) NADJ,US REAL EFFECTIVE EXCHANGE RATE INDEX - CPI BASED SADJ,US MONEY MARKET RATE ( FEDERAL FUNDS ),MX CPI (BASE 2002) NADJ,MX CPI: ANNUAL INFLATION RATE,MX MEXICAN PESOS TO US $-CENTRAL BANK SETTLEMENT RATE (AVG),MX EXCHANGE RATE REAL INDEX NADJ,"MX INTERNATIONAL RESERVES (US$, EP) CURN",#ERROR,#ERROR,JP NATIONAL CURRENCY UNIT TO US $ - MARKET RATE (AVG),JP MONEY MARKET RATE (OVERNIGHT LOANS)
Code,BRI64.A.F,BRI64..XF,BRI..AH.,BRI60B..,CHI64..XF,CHI..AF.,CHI..RECE,CHI60...,FRI64...F,FRI64..XF,FRXRUSE.,FRI..RECE,FRI60C..,USI64...F,USI64..XF,USI..RECE,USI60B..,MXCONPRCF,MXCPANNL,MXXRUSD.,MXXTW..RF,MXRESWUDA,,,JPI..RF.,JPI60B..
8/15/1980,0.1,4.95,31466500000,43.24,#NA,1.473,289.89,#NA,46.6,13.59,1.5818,120.14,11.27,48.4,12.8,82.02,9.61,0.115,28.64,0.023,72.2251,#NA,,,224.45,12.086
9/15/1980,0.1,4.23,30374700000,49.88,#NA,1.468,285.53,#NA,46.9,13.52,1.5779,119.75,11.83,48.8,12.67,81.18,10.87,0.116,28.49,0.023,72.6585,#NA,,,214.85,11.404
10/15/1980,0.1,9.48,29251800000,59.37,#NA,1.48,281.99,#NA,47.4,13.39,1.542,119.26,11.73,49.2,12.64,81.51,12.81,0.118,28.2,0.023,72.2051,#NA,,,209.12,11.036
11/15/1980,0.1,6.67,28041300000,60.84,#NA,1.517,274.02,#NA,47.8,13.53,1.4786,117.53,11.26,49.7,12.62,83.32,15.85,0.12,28.77,0.0231,70.4797,#NA,,,213.04,9.5
12/15/1980,0.1,99.25,26921900000,93.39,#NA,1.542,272.62,#NA,48.3,13.73,1.4386,117.26,11.43,50.1,12.4,84.26,18.9,0.123,29.85,0.0232,68.7964,#NA,,,209.78,9.488
1/15/1981,0.1,99.67,25465500000,85.63,#NA,1.549,266.14,#NA,48.8,12.84,1.4135,114.96,11.43,50.5,11.71,83.2,19.08,0.127,27.8,0.0233,67.9647,#NA,,,202,8.908
2/15/1981,0.1,103.07,24385700000,75.52,#NA,1.611,262.13,#NA,49.3,12.71,1.3182,113.18,11.94,51,11.34,86.25,15.93,0.13,27.98,0.0235,65.4543,#NA,,,205.89,8.603
3/15/1981,0.1,101.03,23120200000,80.61,#NA,1.628,258.87,#NA,49.7,12.46,1.3211,112.96,12.57,51.4,10.55,86.28,14.7,0.133,28.08,0.0236,64.8913,#NA,,,208.82,8.035
4/15/1981,0.1,103.27,21775500000,69.98,#NA,1.662,257.78,#NA,50.4,12.62,1.2847,112.96,13,51.7,10.02,88.14,15.72,0.136,28.72,0.0239,63.654,#NA,,,215.14,7.185
5/15/1981,0.1,103,20460100000,94.49,#NA,1.723,254.85,#NA,50.9,12.72,1.1954,110.16,15.9,52.2,9.84,90.96,18.52,0.138,28.57,0.0241,61.9206,#NA,,,220.66,7.057
6/15/1981,0.1,103.41,19390600000,74.52,#NA,1.76,254.33,#NA,51.4,13.03,1.1597,110.61,18.92,52.6,9.57,93.12,19.1,0.14,27.83,0.0243,60.936,#NA,,,224.2,7.118
7/15/1981,0.1,104.78,18300400000,92.29,#NA,1.754,258.6,#NA,52.3,13.35,1.1319,111.38,17.29,53.2,10.73,95.3,19.04,0.142,26.55,0.0245,59.8267,#NA,,,231.96,7.259
8/15/1981,0.1,105.85,17208600000,98.73,#NA,1.795,257.18,#NA,52.9,13.61,1.0976,110.84,17.44,53.6,10.87,97.05,17.82,0.145,26.54,0.0247,58.5642,#NA,,,233.69,7.236
9/15/1981,0.2,107.88,16331600000,92.29,#NA,1.75,257.59,#NA,53.5,13.99,1.1633,113.65,17.59,54.1,10.97,95.06,15.87,0.148,27.47,0.025,59.9947,#NA,,,230.02,7.258
10/15/1981,0.2,99.52,15425500000,101.68,#NA,1.75,254.6,#NA,54.2,14.23,1.1671,112.13,16.46,54.3,10.24,93.91,15.08,0.151,28.36,0.0253,60.2058,#NA,,,231.37,7.05
11/15/1981,0.2,96.89,14577800000,90.12,#NA,1.735,247.52,#NA,54.6,14.31,1.1687,111.26,15.35,54.4,9.56,92.18,13.31,0.154,28.6,0.0256,60.7122,#NA,,,223.74,6.799
12/15/1981,0.2,95.62,13774800000,120.96,#NA,1.738,248.87,#NA,55,13.89,1.1477,110.5,15.26,54.6,8.94,92.17,12.37,0.158,28.68,0.026,60.1033,#NA,,,218.94,6.701
1/15/1982,0.2,95.86,13104200000,101.68,#NA,1.768,249.1,#NA,55.6,13.83,1.1263,110.34,15.07,54.8,8.45,93.83,13.22,0.166,30.86,0.0264,57.8902,#NA,,,224.59,6.576
2/15/1982,0.2,96.29,12507500000,86.05,#NA,1.817,249.18,#NA,56.1,13.89,1.0899,110.6,14.52,54.9,7.67,96.57,14.78,0.172,32.74,0.0322,66.8368,#NA,,,235.17,6.576
3/15/1982,0.2,97.67,11866100000,114.35,#NA,1.838,250.23,#NA,56.8,14.22,1.068,111.22,15.25,54.9,6.79,98.79,14.68,0.179,34.71,0.0455,90.4096,#NA,,,240.72,6.675
4/15/1982,0.2,96.61,11295300000,98.95,#NA,1.852,250.64,#NA,57.4,13.93,1.0516,111.23,16.36,55.1,6.56,99.77,14.94,0.188,38.88,0.0457,86.0112,#NA,,,244.86,7.162
5/15/1982,0.2,98.66,10748500000,104.2,#NA,1.81,249.48,#NA,57.9,13.81,1.0908,112.2,16.19,55.7,6.73,98.11,14.45,0.199,44.5,0.0465,85.0409,#NA,,,236.9,7.167
6/15/1982,0.3,101.64,10215400000,104.43,#NA,1.897,245.93,#NA,58.3,13.49,0.9988,107.48,15.86,56.3,7.11,102.72,14.15,0.208,49.37,0.0473,80.4719,#NA,,,251.04,7.188
7/15/1982,0.3,101.84,9673810000,115.56,#NA,1.924,245.19,#NA,58.5,11.95,0.9567,104.02,14.84,56.6,6.49,104.27,12.59,0.219,54.35,0.0482,77.2469,#NA,,,255.12,7.185
8/15/1982,0.3,102.75,9092616000,140.31,#NA,1.939,243.22,#NA,58.7,10.94,0.9488,103.3,14.68,56.8,5.9,105.71,10.12,0.244,68.21,0.0695,100.0408,#NA,,,258.82,7.183
9/15/1982,0.3,102.41,8507998000,119.23,#NA,1.95,242.3,#NA,58.9,10.13,0.9283,102.03,14.24,56.9,5.01,106.33,10.31,0.257,73.95,0.07,95.5318,#NA,,,262.65,6.987
10/15/1982,0.3,101.19,7971516000,133.17,#NA,1.982,240.85,#NA,59.2,9.32,0.9179,102.23,13.64,57,5.07,107.08,9.71,0.27,79,0.07,90.0962,#NA,,,271.4,6.917
11/15/1982,0.3,101.22,7478026000,156.05,#NA,1.994,236.65,#NA,59.8,9.41,0.9087,103.41,13.17,56.9,4.6,107.12,9.2,0.284,84.49,0.07,85.6209,#NA,,,265.13,6.685
12/15/1982,0.4,104.79,7006888000,173.92,#NA,1.94,235.8,#NA,60.3,9.69,0.9556,105.72,12.9,56.7,3.87,103.28,8.95,0.314,98.84,0.0805,91.7019,#NA,,,242.52,6.921
1/15/1983,0.4,108,6532309000,125.22,#NA,1.92,236.36,#NA,60.9,9.59,0.9686,106.62,12.75,56.8,3.75,102.4,8.68,0.348,110.04,0.0966,100.6369,#NA,,,232.94,6.641
2/15/1983,0.4,110.38,5449040000,118.98,#NA,1.96,236.23,#NA,61.3,9.25,0.9539,107.05,13.05,56.8,3.46,103.46,8.51,0.367,112.95,0.1024,100.5495,#NA,,,236.24,6.573
3/15/1983,0.5,113.63,4293550000,194.87,#NA,1.978,237.05,#NA,61.9,8.97,0.936,106.53,12.76,56.9,3.64,104.38,8.77,0.385,115.39,0.1062,99.3289,#NA,,,238.03,6.692
4/15/1983,0.5,115.03,3949650000,250.6,#NA,1.987,236.98,#NA,62.7,9.11,0.8963,103.41,12.31,57.3,3.94,105.35,8.8,0.409,117.25,0.1102,97.0324,#NA,,,237.71,6.295
5/15/1983,0.5,114.67,3622950000,249.84,#NA,1.985,236.92,#NA,63.1,8.96,0.8845,102.5,12.73,57.6,3.48,105.43,8.63,0.427,114.61,0.1142,97.0261,#NA,,,234.74,6.081
6/15/1983,0.6,120.24,3320320000,267.25,#NA,1.989,240.72,#NA,63.5,8.82,0.856,102.1,12.81,57.8,2.58,107.04,8.98,0.443,112.5,0.1181,95.5664,#NA,,,240.15,6.197
7/15/1983,0.6,127.94,3014250000,236.83,#NA,1.989,241.37,#NA,64,9.42,0.8432,101.97,12.44,58,2.43,107.65,9.37,0.465,112.08,0.1221,93.7362,#NA,,,240.5,6.387
8/15/1983,0.7,134.69,2672080000,218.67,#NA,1.98,246.76,#NA,64.4,9.7,0.8154,101.22,12.62,58.2,2.56,109.28,9.56,0.483,98.08,0.1261,92.0656,#NA,,,244.33,6.457
9/15/1983,0.8,146.35,2451980000,185.95,#NA,1.981,246.79,#NA,64.9,10.13,0.8142,101.46,12.61,58.5,2.9,109.24,9.45,0.498,93.83,0.1301,92.8237,#NA,,,242.77,6.533
10/15/1983,0.8,156.78,2188900000,202.73,#NA,1.962,244.38,#NA,65.4,10.39,0.8252,101.54,12.63,58.7,2.89,107.51,9.48,0.514,90.39,0.1341,94.2541,#NA,,,233.01,6.427
11/15/1983,0.9,161.89,1973970000,193.58,#NA,1.989,241.64,#NA,65.7,9.83,0.8035,101.15,12.5,58.8,3.24,108.91,9.34,0.544,91.87,0.138,90.6933,#NA,,,235.31,5.986
12/15/1983,1,164.01,1817490000,194.23,#NA,1.987,243.88,#NA,65.9,9.29,0.7831,100.65,12.36,58.8,3.8,110.4,9.47,0.568,80.78,0.142,88.8383,#NA,,,234.41,6.438
1/15/1984,1.1,166.51,1683370000,223.92,#NA,2.041,237.92,#NA,66.4,8.97,0.7635,99.94,12.62,59.2,4.13,111.45,9.56,0.604,73.4,0.146,85.7628,#NA,,,233.94,6.051
2/15/1984,1.2,170.57,1520020000,295.48,#NA,2.057,232.57,#NA,66.8,8.91,0.7892,100.94,12.61,59.4,4.57,109.78,9.59,0.636,73.25,0.1499,85.0674,#NA,,,233.68,6.042
3/15/1984,1.3,174.59,1353230000,259.81,#NA,2.061,227.85,#NA,67.2,8.61,0.8202,102.13,12.72,59.6,4.74,107.57,9.91,0.663,72.31,0.1538,85.6936,#NA,,,225.4,6.452
4/15/1984,1.4,182.22,1239750000,217.98,#NA,2.089,226.95,#NA,67.6,7.91,0.8078,101.97,12.65,59.9,4.5,108.53,10.29,0.691,69.06,0.1578,84.118,#NA,,,224.95,5.883
5/15/1984,1.5,189.02,1138300000,206.06,#NA,2.182,220.75,#NA,68,7.79,0.7769,101.26,12.37,60,4.24,110.82,10.32,0.714,67.41,0.1617,82.2136,#NA,,,230.66,5.742
6/15/1984,1.7,189.55,1050600000,219.71,#NA,2.212,219.38,#NA,68.3,7.67,0.7794,101.9,12.39,60.2,4.23,111.22,11.06,0.74,67.14,0.1657,81.2961,#NA,,,233.21,5.907
7/15/1984,1.9,188.62,947434800,292.11,#NA,2.294,217.58,#NA,68.8,7.46,0.7506,101.79,11.87,60.4,4.14,114.37,11.23,0.764,64.49,0.1697,78.8168,#NA,,,242.84,6.03
8/15/1984,2,189.25,863179800,242.73,#NA,2.364,212.37,#NA,69.2,7.42,0.7407,101.65,11.57,60.7,4.23,114.7,11.64,0.786,62.84,0.1737,78.1777,#NA,,,242.3,6.113
9/15/1984,2.3,193.05,780644900,285.03,#NA,2.533,200.64,#NA,69.5,7.08,0.7067,100.8,11.25,61,4.21,117.03,11.3,0.81,62.68,0.1777,76.5366,#NA,,,245.23,6.315
10/15/1984,2.5,197.27,701548800,328.42,#NA,2.556,201.45,#NA,69.9,6.95,0.6973,100.79,10.97,61.1,4.2,118.24,9.99,0.838,62.96,0.1816,75.2777,#NA,,,246.79,6.152
11/15/1984,2.8,205.97,629328900,244.59,#NA,2.662,191.24,#NA,70.2,6.85,0.7147,101.6,10.69,61.1,4.03,116.66,9.43,0.867,59.2,0.1856,75.3655,#NA,,,243.32,6.103
12/15/1984,3.1,215.26,570868000,272.02,#NA,2.789,186.47,#NA,70.3,6.69,0.6899,101.02,10.83,61.2,3.95,119.04,8.38,0.903,59.16,0.19,72.8262,#NA,,,247.95,6.407
1/15/1985,3.5,221.3,512405800,378.76,#NA,2.809,190.5,#NA,70.7,6.51,0.6762,101.02,10.59,61.3,3.57,120.78,8.35,0.97,60.75,0.1953,68.8824,#NA,,,254.18,6.168
2/15/1985,3.8,225.21,457380900,287.93,#NA,2.825,193.85,#NA,71,6.4,0.6505,100.56,10.77,61.5,3.52,124.05,8.5,1.011,59.04,0.2003,66.8016,#NA,,,260.24,6.162
3/15/1985,4.2,228.94,414394900,337.61,#NA,2.846,193.69,#NA,71.5,6.42,0.6511,100.7,10.88,61.8,3.74,124.78,8.58,1.05,58.43,0.2058,66.231,#NA,,,258.63,6.417
4/15/1985,4.6,224.89,364529900,346.04,#NA,2.841,191.66,#NA,72,6.52,0.6972,102.28,10.65,62.1,3.66,120.28,8.27,1.082,56.53,0.2122,69.0704,#NA,,,251.67,6.073
5/15/1985,4.9,219.38,328420900,302.74,#NA,2.847,194.68,#NA,72.4,6.48,0.6929,102.46,10.32,62.3,3.75,121.24,7.97,1.108,55.1,0.2186,69.4595,#NA,,,251.54,6.005
6/15/1985,5.3,214.78,299189800,239.77,#NA,2.862,192.95,#NA,72.7,6.38,0.7027,102.74,10.35,62.5,3.73,120.13,7.53,1.136,53.43,0.225,70.5276,#NA,,,248.99,6.128
7/15/1985,5.9,216.45,276836900,214.87,#NA,2.874,187.49,#NA,73,6.07,0.7402,104.03,10.12,62.6,3.56,116.56,7.88,1.175,53.73,0.2418,75.1907,#NA,,,241.75,6.417
8/15/1985,6.6,224.27,256201000,194.87,#NA,2.902,182.54,#NA,73.1,5.64,0.7686,105.42,9.95,62.7,3.35,115.15,7.9,1.226,56.02,0.2853,86.307,#NA,,,237.21,6.248
9/15/1985,7.3,222.4,230411000,229.96,#NA,2.963,180.62,#NA,73.2,5.29,0.7581,105.36,9.75,62.9,3.18,116.1,7.92,1.275,57.55,0.2972,85.9856,#NA,,,236.95,6.497
10/15/1985,8.1,222.94,201178000,237.57,#NA,3.067,166.17,#NA,73.4,4.92,0.814,106.78,9.45,63.1,3.24,110.78,7.99,1.324,58.02,0.312,91.256,#NA,,,214.73,6.66
11/15/1985,9.2,233.02,183985000,229.96,#NA,3.201,156,#NA,73.5,4.78,0.8303,107.17,9.06,63.3,3.58,109.09,8.05,1.385,59.82,0.3289,93.5972,#NA,,,203.72,7.418
12/15/1985,10.6,242.24,173666000,379.77,#NA,3.201,154.69,#NA,73.6,4.7,0.8538,107.86,9.07,63.5,3.77,108.19,8.27,1.479,63.75,0.3549,95.6431,5598300,,,202.82,8.242
1/15/1986,12.1,250.21,151314000,536.08,#NA,3.201,152.73,#NA,73.7,4.22,0.876,108.4,9.08,63.7,3.89,107.24,8.14,1.61,65.92,0.3858,96.9711,6015999,,,200.07,7.045
2/15/1986,13.6,256.16,197202000,409.9,#NA,3.207,146.63,#NA,73.5,3.43,0.917,109.2,8.92,63.5,3.18,103.48,7.86,1.682,66.38,0.418,103.7211,6076201,,,184.64,6.026
3/15/1986,14.3,238.64,185047000,15.12,#NA,3.212,144.01,#NA,73.7,2.95,0.9409,109.8,8.42,63.2,2.26,101.13,7.48,1.76,67.62,0.4565,110.1404,5780699,,,178.93,5.755
4/15/1986,14.4,215.43,185047000,16.08,#NA,3.206,143.35,#NA,73.9,2.61,0.9114,106.33,7.73,63.1,1.62,100.22,6.99,1.852,71.11,0.4873,112.0406,5999300,,,175.62,4.966
5/15/1986,14.6,198.36,185047000,15.66,#NA,3.194,140.86,#NA,74.1,2.35,0.9246,105.73,7.31,63.3,1.56,98.35,6.85,1.955,76.44,0.5175,114.8355,5292600,,,166.83,4.398
6/15/1986,14.8,178.5,185047000,18.44,#NA,3.203,141.48,#NA,74.3,2.27,0.9216,106.11,7.33,63.6,1.74,99.1,6.92,2.08,83.17,0.5537,115.146,4290299,,,167.95,4.523
7/15/1986,15.1,156.79,185047000,26.08,#NA,3.638,122.09,#NA,74.4,2.01,0.9461,106.27,7.22,63.6,1.61,96.73,6.56,2.184,85.84,0.5989,121.3494,3778599,,,158.6,4.63
8/15/1986,15.6,137.32,185047000,35.6,#NA,3.704,118.31,#NA,74.5,2.01,0.9763,106.59,7.19,63.7,1.58,95.15,6.17,2.358,92.25,0.6608,126.2962,4365801,,,154,4.677
9/15/1986,15.9,117.26,185047000,41.58,#NA,3.707,119.15,#NA,74.8,2.26,0.9818,106.94,7.18,64,1.76,94.93,5.89,2.499,95.96,0.7202,130.7686,4337600,,,154.72,4.758
10/15/1986,16.2,100.14,183334000,26.23,#NA,3.716,118.9,#NA,75,2.19,1.0002,108.47,7.51,64.1,1.54,94.82,5.85,2.642,99.58,0.7761,133.8353,4667000,,,155.95,4.536
11/15/1986,17,85.17,181538000,32.46,#NA,3.722,121.79,#NA,75.1,2.12,0.9912,108.47,7.6,64.1,1.29,95.99,6.04,2.821,103.67,0.8306,132.6815,5056300,,,162.64,3.905
12/15/1986,19,79.66,175889000,89.47,#NA,3.722,121.28,#NA,75.2,2.12,1.0048,108.41,8,64.2,1.13,95.12,6.91,3.044,105.75,0.8898,132.7156,6588600,,,162.29,4.315
1/15/1987,21.5,77.83,163329000,249.84,5.1,3.722,116.27,#NA,75.9,2.99,1.0598,109.4,8.6,64.6,1.43,91.8,6.43,3.29,104.34,0.9508,136.1684,7325500,,,154.48,4.33
2/15/1987,24.3,77.71,141645000,757.45,5.4,3.722,116.12,#NA,76,3.44,1.0797,111.37,8.48,64.8,2.11,91.61,6.1,3.527,109.76,1.017,137.4009,7662800,,,153.48,4.277
3/15/1987,28.2,97.39,122042000,287.52,5.8,3.722,116.28,#NA,76.1,3.3,1.0739,110.45,7.9,65.1,3.04,91.11,6.13,3.761,113.69,1.0877,139.0916,8645100,,,151.54,3.992
4/15/1987,33.6,133.27,108210000,452.02,6.7,3.722,113.79,#NA,76.5,3.48,1.0877,110.15,7.95,65.5,3.81,89.02,6.37,4.09,120.86,1.1569,139.2941,12445500,,,142.98,3.715
5/15/1987,40.8,179.4,83201300,1304.34,7.6,3.722,113.33,#NA,76.6,3.41,1.0977,110.14,8.17,65.7,3.8,88.48,6.85,4.398,125,1.2306,139.2732,12627400,,,140.54,3.295
6/15/1987,48.9,230.27,64935790,630.24,7.8,3.722,115.42,#NA,76.8,3.27,1.0806,110.12,8.26,65.9,3.72,89.69,6.73,4.716,126.73,1.3113,137.1388,13404200,,,144.48,3.307
7/15/1987,53.4,254.63,56996500,178.49,7.8,3.722,117.89,#NA,77,3.39,1.0667,110.24,7.89,66.1,3.9,90.85,6.58,5.098,133.44,1.3844,132.4679,13591700,,,150.21,3.295
8/15/1987,56,259.14,54340690,154.35,8.2,3.722,117.57,#NA,77.1,3.51,1.0581,109.78,7.94,66.4,4.29,90.69,6.73,5.515,133.88,1.4542,129.27,14160600,,,147.56,3.315
9/15/1987,60.3,280.55,51359600,151.54,7.7,3.722,116.58,#NA,77.2,3.19,1.0848,110.02,7.92,66.8,4.3,89.02,7.22,5.878,135.18,1.5291,130.3209,14227100,,,143,3.514
10/15/1987,67.1,315.35,47953390,195.52,7.5,3.722,117.21,#NA,77.4,3.18,1.0907,110,8.27,66.9,4.48,88.9,7.29,6.368,141,1.6053,126.9016,13909400,,,143.54,3.5
11/15/1987,77.2,353.26,43194900,329.78,8.3,3.722,114.11,#NA,77.5,3.18,1.1495,110.09,8.72,67,4.53,85.51,6.69,6.873,143.65,1.6979,129.0206,13675700,,,135.25,3.527
12/15/1987,88.1,363.41,37952400,401.42,8.9,3.722,111.74,#NA,77.5,3.12,1.1841,110.53,8.54,67,4.4,83.34,6.77,7.888,159.17,2.0074,135.8289,13039800,,,128.59,3.957
1/15/1988,104.8,386.67,32978800,543.31,9.31,3.722,112.58,#NA,77.7,2.36,1.1741,110.52,8.25,67.2,4.04,83.23,6.83,9.108,176.83,2.2124,129.5655,13152200,,,127.56,3.699
2/15/1988,121.3,399.9,28192190,655.13,10.4,3.722,115.16,#NA,77.8,2.36,1.1443,109.65,7.61,67.4,3.91,84.03,6.58,9.867,179.73,2.2479,120.267,13383100,,,129.16,3.585
3/15/1988,142.6,405.18,23904990,530.86,11.3,3.722,115.53,#NA,78,2.53,1.1529,109.04,7.97,67.7,3.89,82.85,6.58,10.373,175.83,2.2809,117.731,15473900,,,127.28,3.773
4/15/1988,170.1,405.98,20375790,814.16,12.2,3.722,116.14,#NA,78.4,2.46,1.1557,108.65,8.07,68,3.87,82.08,6.87,10.692,161.44,2.281,115.6377,15874400,,,124.93,3.495
5/15/1988,199.7,389.19,17000290,678.42,14.19,3.722,118.59,#NA,78.6,2.52,1.1439,108.49,7.85,68.2,3.91,82.4,7.09,10.899,147.82,2.281,113.3594,15317800,,,124.77,3.464
6/15/1988,243.7,398.54,14362400,806.89,16.31,3.722,122.85,#NA,78.8,2.63,1.1059,108.32,7.33,68.5,3.93,83.69,7.51,11.121,135.81,2.281,109.4543,13912700,,,127.14,3.594
7/15/1988,297.1,456.51,11865400,1312.47,19.21,3.722,129.72,#NA,79.1,2.74,1.0551,107.56,7.38,68.8,4.15,86.12,7.75,11.307,121.79,2.281,105.0227,11659300,,,133.07,3.865
8/15/1988,361.2,545.24,9578380,1056.54,23.6,3.722,134.85,#NA,79.3,2.8,1.0262,106.42,7.67,69.1,4.01,87.17,8.01,11.411,106.92,2.281,103.5539,12055300,,,133.63,3.98
9/15/1988,460.3,662.99,7849660,1539.75,26.4,3.722,138.93,#NA,79.5,2.97,1.0328,106.61,7.92,69.6,4.19,87.13,8.19,11.476,95.24,2.281,103.5706,9702200,,,134.44,4.085
10/15/1988,578.3,761.78,6220820,2185.05,27.09,3.722,137.49,#NA,79.7,2.97,1.0569,106.3,7.97,69.8,4.27,85.01,8.3,11.563,81.59,2.281,105.1657,8862300,,,129.02,4.171
11/15/1988,739.9,858.09,4868580,1909.95,26.81,3.722,134.65,#NA,79.8,2.96,1.0984,106.76,8.08,69.9,4.2,82.55,8.35,11.718,70.5,2.281,106.5602,6527000,,,123.19,3.943
12/15/1988,952.2,980.21,3815970,2281.95,27.9,3.722,135.95,#NA,79.9,3.08,1.0948,106.17,8.42,70,4.42,82.34,8.76,11.963,51.66,2.281,104.5994,6379400,,,123.63,4.362
1/15/1989,1309.2,1149.22,2836160,1095.61,27.39,3.722,140.3,#NA,80.2,3.31,1.0494,104.9,8.62,70.3,4.67,83.96,9.12,12.256,34.56,2.2954,101.257,6537400,,,127.23,4.094
2/15/1989,1528.8,1160.88,2561050,702.37,28.4,3.722,142.75,#NA,80.5,3.42,1.0413,104.74,9.19,70.6,4.83,84.34,9.36,12.422,25.89,2.3249,101.0364,6610400,,,127.77,4.179
3/15/1989,1633.1,1045.28,2561050,829.79,27.1,3.722,144.77,#NA,80.7,3.41,1.0372,105.23,9.11,71,4.98,85.3,9.85,12.556,21.05,2.3547,100.9411,5907800,,,130.36,4.254
4/15/1989,1769.1,940.07,2523150,270.03,26.6,3.722,146.62,#NA,81.2,3.57,1.0381,105.42,8.67,71.5,5.12,86.18,9.84,12.744,19.2,2.3851,101.3574,5781300,,,132.08,4.42
5/15/1989,2086.2,944.5,2330350,266.46,24.91,3.722,151.38,#NA,81.5,3.74,0.9964,104.4,8.88,71.9,5.36,89.16,9.81,12.92,18.54,2.4155,99.1265,4852100,,,138.35,4.675
6/15/1989,2683.9,1001.44,1915510,1709.39,22.79,3.722,152.69,#NA,81.6,3.55,0.9774,104.43,9.01,72.1,5.17,89.94,9.53,13.077,17.58,2.4459,97.8152,5291700,,,143.79,5.138
7/15/1989,3428.4,1054.11,1338050,3005.23,19.4,3.722,150.54,#NA,81.8,3.48,1.0222,105.46,9.19,72.2,4.98,87.83,9.24,13.207,16.81,2.4765,100.4449,5897900,,,140.72,5.225
8/15/1989,4584.1,1169.15,1034770,3727.25,15.3,3.722,150.4,#NA,82,3.36,1.0081,105.42,9.11,72.4,4.71,87.79,8.99,13.333,16.85,2.5074,100.1042,5868700,,,141.11,5.38
9/15/1989,6305.8,1269.82,783912,4916.57,11.49,3.722,150.97,#NA,82.2,3.35,0.996,105.17,9.33,72.6,4.34,88.45,9.02,13.461,17.3,2.538,99.6116,7251500,,,145.05,5.431
10/15/1989,8813.7,1424.12,570397,10678.7,8.61,3.722,146.06,#NA,82.5,3.57,1.0359,106.37,10.14,72.9,4.49,86.66,8.84,13.66,18.13,2.5685,101.6471,7244800,,,141.93,6.009
11/15/1989,13028.4,1660.95,409896,11317.2,7.4,3.722,146.35,#NA,82.7,3.63,1.0544,106.96,10.51,73.1,4.66,86.42,8.55,13.852,18.21,2.5991,101.8439,6915900,,,143.52,6.152
12/15/1989,19738,1972.91,276594,38341,6.6,4.238,126.95,#NA,82.7,3.56,1.1033,108.06,10.6,73.2,4.65,85.35,8.45,14.319,19.7,2.6298,101.3978,6620400,,,143.66,6.448
1/15/1990,33071,2426.12,178941,49023.4,4.3,4.722,112.32,#NA,83.1,3.62,1.1397,110.92,10.97,74,5.2,90.56,8.23,15.01,22.48,2.6604,99.4931,5984400,,,145.09,6.581
2/15/1990,58118.1,3701.44,108230,132335,4.4,4.722,101.8,#NA,83.3,3.53,1.1526,110.84,10.83,74.3,5.26,90.64,8.24,15.35,23.57,2.69,99.0703,8317200,,,145.53,6.643
3/15/1990,105997,6390.5,67919,4180.64,3.4,4.722,114.7,9,83.5,3.55,1.1402,111.32,10.61,74.7,5.23,91.77,8.28,15.621,24.4,2.7195,97.8621,4427300,,,153.08,6.817
4/15/1990,122448,6821.28,53475,64.4,3.2,4.722,114.42,9,84,3.43,1.1579,112.08,10.06,74.9,4.71,91.73,8.26,15.858,24.43,2.7502,98.1025,5334900,,,158.47,7.162
5/15/1990,131743,6215.07,49044,94.27,2.7,4.722,113.03,9,84.1,3.12,1.1718,111.31,9.81,75,4.36,90.59,8.18,16.135,24.89,2.7804,99.1071,5762700,,,153.52,7.259
6/15/1990,147219,5385.33,44844,173.02,1.11,4.722,113.39,9,84.1,3.01,1.1579,110.48,9.92,75.4,4.67,90.94,8.29,16.49,26.11,2.8074,97.8932,6739200,,,153.77,7.365
7/15/1990,166245,4749.11,38493,371.25,1.1,4.722,110.09,9,84.1,2.82,1.194,110.6,10,75.7,4.82,89.16,8.15,16.791,27.13,2.8317,98.8538,7124600,,,149.28,7.524
8/15/1990,187657,3993.67,35701,270.42,2.5,4.722,108,7.92,84.6,3.27,1.2451,111.57,10.23,76.4,5.62,87.53,8.13,17.077,28.08,2.8565,100.6121,7407800,,,147.42,7.543
9/15/1990,214697,3304.72,33908,446.87,2.91,4.722,105.87,7.92,85.2,3.76,1.2473,111.86,10.33,77.1,6.16,86.6,8.2,17.321,28.68,2.881,101.6993,7766200,,,138.99,7.763
