Name,BR CPI NADJ,BR CHANGE IN CPI (%YOY) NADJ,BR US $ TO NATIONAL CURRENCY UNIT - EXCHANGE RATE (AVG),BR MONEY MARKET RATE ( FEDERAL FUNDS ),CH CHANGE IN CPI (%YOY) NADJ,CH NATIONAL CURRENCY UNIT TO US $ - EXCHANGE RATE (AVG),CH REAL EFFECTIVE EXCHANGE RATE INDEX - CPI BASED SADJ,CH DISCOUNT RATE (EP),FR CPI NADJ,FR CHANGE IN CPI (%YOY) NADJ,FR US $ TO 1 EURO (FRENCH FRANC DERIVED HISTORY PRIOR 1999),FR REAL EFFECTIVE EXCHANGE RATE INDEX - CPI BASED SADJ,FR TREASURY BILL RATE,US CPI NADJ,US CHANGE IN CPI (%YOY) NADJ,US REAL EFFECTIVE EXCHANGE RATE INDEX - CPI BASED SADJ,US MONEY MARKET RATE ( FEDERAL FUNDS ),MX CPI (BASE 2002) NADJ,MX CPI: ANNUAL INFLATION RATE,MX MEXICAN PESOS TO US $-CENTRAL BANK SETTLEMENT RATE (AVG),MX EXCHANGE RATE REAL INDEX NADJ,"MX INTERNATIONAL RESERVES (US$, EP) CURN",#ERROR,#ERROR,JP NATIONAL CURRENCY UNIT TO US $ - MARKET RATE (AVG),JP MONEY MARKET RATE (OVERNIGHT LOANS)
Code,BRI64.A.F,BRI64..XF,BRI..AH.,BRI60B..,CHI64..XF,CHI..AF.,CHI..RECE,CHI60...,FRI64...F,FRI64..XF,FRXRUSE.,FRI..RECE,FRI60C..,USI64...F,USI64..XF,USI..RECE,USI60B..,MXCONPRCF,MXCPANNL,MXXRUSD.,MXXTW..RF,MXRESWUDA,,,JPI..RF.,JPI60B..
1/15/1950,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.009,#NA,#NA,#NA,#NA,"$$""ER"", E601, DATA FOR JPY64...F CANNOT BE RETRIEVED AT REQUESTED FREQUENCY","$$""ER"", E601, DATA FOR JPY64..XF CANNOT BE RETRIEVED AT REQUESTED FREQUENCY",#NA,#NA
2/15/1950,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.009,#NA,#NA,#NA,#NA,,,#NA,#NA
3/15/1950,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.01,#NA,#NA,#NA,#NA,,,#NA,#NA
4/15/1950,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.01,#NA,#NA,#NA,#NA,,,#NA,#NA
5/15/1950,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.01,#NA,#NA,#NA,#NA,,,#NA,#NA
6/15/1950,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.01,#NA,#NA,#NA,#NA,,,#NA,#NA
7/15/1950,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.01,#NA,#NA,#NA,#NA,,,#NA,#NA
8/15/1950,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.01,#NA,#NA,#NA,#NA,,,#NA,#NA
9/15/1950,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.01,#NA,#NA,#NA,#NA,,,#NA,#NA
10/15/1950,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.011,#NA,#NA,#NA,#NA,,,#NA,#NA
11/15/1950,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.011,#NA,#NA,#NA,#NA,,,#NA,#NA
12/15/1950,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.011,#NA,#NA,#NA,#NA,,,#NA,#NA
1/15/1951,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.011,#NA,#NA,#NA,#NA,,,#NA,#NA
2/15/1951,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.012,#NA,#NA,#NA,#NA,,,#NA,#NA
3/15/1951,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.012,#NA,#NA,#NA,#NA,,,#NA,#NA
4/15/1951,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.012,#NA,#NA,#NA,#NA,,,#NA,#NA
5/15/1951,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.013,#NA,#NA,#NA,#NA,,,#NA,#NA
6/15/1951,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.013,#NA,#NA,#NA,#NA,,,#NA,#NA
7/15/1951,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.013,#NA,#NA,#NA,#NA,,,#NA,#NA
8/15/1951,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.012,#NA,#NA,#NA,#NA,,,#NA,#NA
9/15/1951,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.013,#NA,#NA,#NA,#NA,,,#NA,#NA
10/15/1951,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.013,#NA,#NA,#NA,#NA,,,#NA,#NA
11/15/1951,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.013,#NA,#NA,#NA,#NA,,,#NA,#NA
12/15/1951,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.013,#NA,#NA,#NA,#NA,,,#NA,#NA
1/15/1952,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.013,#NA,#NA,#NA,#NA,,,#NA,#NA
2/15/1952,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.013,#NA,#NA,#NA,#NA,,,#NA,#NA
3/15/1952,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.013,#NA,#NA,#NA,#NA,,,#NA,#NA
4/15/1952,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.013,#NA,#NA,#NA,#NA,,,#NA,#NA
5/15/1952,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.013,#NA,#NA,#NA,#NA,,,#NA,#NA
6/15/1952,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.013,#NA,#NA,#NA,#NA,,,#NA,#NA
7/15/1952,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.013,#NA,#NA,#NA,#NA,,,#NA,#NA
8/15/1952,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.013,#NA,#NA,#NA,#NA,,,#NA,#NA
9/15/1952,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.013,#NA,#NA,#NA,#NA,,,#NA,#NA
10/15/1952,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.013,#NA,#NA,#NA,#NA,,,#NA,#NA
11/15/1952,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.013,#NA,#NA,#NA,#NA,,,#NA,#NA
12/15/1952,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.013,#NA,#NA,#NA,#NA,,,#NA,#NA
1/15/1953,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.012,#NA,#NA,#NA,#NA,,,#NA,#NA
2/15/1953,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.012,#NA,#NA,#NA,#NA,,,#NA,#NA
3/15/1953,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.012,#NA,#NA,#NA,#NA,,,#NA,#NA
4/15/1953,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.012,#NA,#NA,#NA,#NA,,,#NA,#NA
5/15/1953,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.013,#NA,#NA,#NA,#NA,,,#NA,#NA
6/15/1953,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.013,#NA,#NA,#NA,#NA,,,#NA,#NA
7/15/1953,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.013,#NA,#NA,#NA,#NA,,,#NA,#NA
8/15/1953,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.013,#NA,#NA,#NA,#NA,,,#NA,#NA
9/15/1953,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.013,#NA,#NA,#NA,#NA,,,#NA,#NA
10/15/1953,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.013,#NA,#NA,#NA,#NA,,,#NA,#NA
11/15/1953,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.013,#NA,#NA,#NA,#NA,,,#NA,#NA
12/15/1953,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.013,#NA,#NA,#NA,#NA,,,#NA,#NA
1/15/1954,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.013,#NA,#NA,#NA,#NA,,,#NA,#NA
2/15/1954,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.013,#NA,#NA,#NA,#NA,,,#NA,#NA
3/15/1954,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.013,#NA,#NA,#NA,#NA,,,#NA,#NA
4/15/1954,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.013,#NA,#NA,#NA,#NA,,,#NA,#NA
5/15/1954,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.014,#NA,#NA,#NA,#NA,,,#NA,#NA
6/15/1954,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.014,#NA,#NA,#NA,#NA,,,#NA,#NA
7/15/1954,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.014,#NA,#NA,#NA,#NA,,,#NA,#NA
8/15/1954,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.014,#NA,#NA,#NA,#NA,,,#NA,#NA
9/15/1954,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.014,#NA,#NA,#NA,#NA,,,#NA,#NA
10/15/1954,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.014,#NA,#NA,#NA,#NA,,,#NA,#NA
11/15/1954,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.015,#NA,#NA,#NA,#NA,,,#NA,#NA
12/15/1954,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.015,#NA,#NA,#NA,#NA,,,#NA,#NA
1/15/1955,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.015,#NA,#NA,#NA,#NA,,,#NA,#NA
2/15/1955,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.015,#NA,#NA,#NA,#NA,,,#NA,#NA
3/15/1955,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.015,#NA,#NA,#NA,#NA,,,#NA,#NA
4/15/1955,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.015,#NA,#NA,#NA,#NA,,,#NA,#NA
5/15/1955,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.015,#NA,#NA,#NA,#NA,,,#NA,#NA
6/15/1955,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.015,#NA,#NA,#NA,#NA,,,#NA,#NA
7/15/1955,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.016,#NA,#NA,#NA,#NA,,,#NA,#NA
8/15/1955,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.016,#NA,#NA,#NA,#NA,,,#NA,#NA
9/15/1955,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.016,#NA,#NA,#NA,#NA,,,#NA,#NA
10/15/1955,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.016,#NA,#NA,#NA,#NA,,,#NA,#NA
11/15/1955,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.016,#NA,#NA,#NA,#NA,,,#NA,#NA
12/15/1955,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.016,#NA,#NA,#NA,#NA,,,#NA,#NA
1/15/1956,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.017,#NA,#NA,#NA,#NA,,,#NA,#NA
2/15/1956,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.017,#NA,#NA,#NA,#NA,,,#NA,#NA
3/15/1956,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.017,#NA,#NA,#NA,#NA,,,#NA,#NA
4/15/1956,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.017,#NA,#NA,#NA,#NA,,,#NA,#NA
5/15/1956,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.017,#NA,#NA,#NA,#NA,,,#NA,#NA
6/15/1956,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.016,#NA,#NA,#NA,#NA,,,#NA,#NA
7/15/1956,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.016,#NA,#NA,#NA,#NA,,,#NA,#NA
8/15/1956,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.016,#NA,#NA,#NA,#NA,,,#NA,#NA
9/15/1956,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.016,#NA,#NA,#NA,#NA,,,#NA,#NA
10/15/1956,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.016,#NA,#NA,#NA,#NA,,,#NA,#NA
11/15/1956,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.016,#NA,#NA,#NA,#NA,,,#NA,#NA
12/15/1956,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0.017,#NA,#NA,#NA,#NA,,,#NA,#NA
1/15/1957,#NA,#NA,2.60531E+13,#NA,#NA,2.462,#NA,#NA,9.4,-0.8,1.8742,#NA,#NA,16.1,3.42,#NA,2.84,0.017,#NA,#NA,#NA,#NA,,,360,8.03
2/15/1957,#NA,#NA,2.60531E+13,#NA,#NA,2.462,#NA,#NA,9.5,-0.8,1.8742,#NA,#NA,16.1,3.42,#NA,3,0.017,#NA,#NA,#NA,#NA,,,360,9.49
3/15/1957,#NA,#NA,2.64539E+13,#NA,#NA,2.462,#NA,#NA,9.4,-0.8,1.8742,#NA,#NA,16.2,3.42,#NA,2.96,0.017,#NA,#NA,#NA,#NA,,,360,10.59
4/15/1957,#NA,#NA,2.49205E+13,#NA,#NA,2.462,#NA,#NA,9.4,-0.8,1.8742,#NA,#NA,16.2,3.42,#NA,3,0.017,#NA,#NA,#NA,#NA,,,360,7.67
5/15/1957,#NA,#NA,2.32365E+13,#NA,#NA,2.462,#NA,#NA,9.4,-0.8,1.8742,#NA,#NA,16.3,3.42,#NA,3,0.017,#NA,#NA,#NA,#NA,,,360,9.86
6/15/1957,#NA,#NA,2.42184E+13,#NA,#NA,2.462,#NA,#NA,9.4,-0.8,1.8742,#NA,#NA,16.3,3.42,#NA,3,0.017,#NA,#NA,#NA,#NA,,,360,16.43
7/15/1957,#NA,#NA,2.32365E+13,#NA,#NA,2.462,#NA,#NA,9.6,-0.8,1.8743,#NA,#NA,16.4,3.42,#NA,2.99,0.017,#NA,#NA,#NA,#NA,,,360,20.81
8/15/1957,#NA,#NA,2.17659E+13,#NA,#NA,2.462,#NA,#NA,9.7,-0.8,1.8743,#NA,#NA,16.4,3.42,#NA,3.24,0.018,#NA,#NA,#NA,#NA,,,360,12.78
9/15/1957,#NA,#NA,2.09695E+13,#NA,#NA,2.462,#NA,#NA,9.8,-0.8,1.8743,#NA,#NA,16.5,3.42,#NA,3.47,0.017,#NA,#NA,#NA,#NA,,,360,12.78
10/15/1957,#NA,#NA,1.99942E+13,#NA,#NA,2.462,#NA,#NA,10,-0.8,1.8743,#NA,#NA,16.5,3.42,#NA,3.5,0.017,#NA,#NA,#NA,#NA,,,360,10.95
11/15/1957,#NA,#NA,1.84893E+13,#NA,#NA,2.462,#NA,#NA,10.2,-0.8,1.5622,#NA,#NA,16.5,3.42,#NA,3.28,0.017,#NA,#NA,#NA,#NA,,,360,10.95
12/15/1957,#NA,#NA,1.88957E+13,#NA,#NA,2.462,#NA,#NA,10.4,-0.8,1.5622,#NA,#NA,16.5,3.42,#NA,2.98,0.017,#NA,#NA,#NA,#NA,,,360,10.95
1/15/1958,#NA,#NA,1.79116E+13,#NA,#NA,2.462,#NA,#NA,10.8,13.93,1.5618,#NA,#NA,16.6,3.53,#NA,2.72,0.018,#NA,#NA,#NA,#NA,,,360,10.95
2/15/1958,#NA,#NA,1.71951E+13,#NA,#NA,2.462,#NA,#NA,10.9,15.06,1.5618,#NA,#NA,16.6,3.21,#NA,1.67,0.018,#NA,#NA,#NA,#NA,,,360,10.95
3/15/1958,#NA,#NA,1.60702E+13,#NA,#NA,2.462,#NA,#NA,11,17.28,1.5618,#NA,#NA,16.8,3.72,#NA,1.2,0.018,#NA,#NA,#NA,#NA,,,360,10.95
4/15/1958,#NA,#NA,1.43293E+13,#NA,#NA,2.462,#NA,#NA,11.1,18.48,1.5618,#NA,#NA,16.8,3.6,#NA,1.26,0.018,#NA,#NA,#NA,#NA,,,360,10.22
5/15/1958,#NA,#NA,1.30266E+13,#NA,#NA,2.462,#NA,#NA,11.1,18.91,1.5618,#NA,#NA,16.8,3.28,#NA,0.63,0.018,#NA,#NA,#NA,#NA,,,360,10.22
6/15/1958,#NA,#NA,1.27371E+13,#NA,#NA,2.462,#NA,#NA,11.2,18.6,1.5618,#NA,#NA,16.8,2.86,#NA,0.93,0.018,#NA,#NA,#NA,#NA,,,360,10.22
7/15/1958,#NA,#NA,1.26434E+13,#NA,#NA,2.462,#NA,#NA,11.2,17.18,1.5644,#NA,#NA,16.8,2.54,#NA,0.68,0.018,#NA,#NA,#NA,#NA,,,360,9.49
8/15/1958,#NA,#NA,1.16973E+13,#NA,#NA,2.462,#NA,#NA,11.3,16.23,1.5647,#NA,#NA,16.8,2.23,#NA,1.53,0.018,#NA,#NA,#NA,#NA,,,360,9.49
9/15/1958,#NA,#NA,1.08145E+13,#NA,#NA,2.462,#NA,#NA,11.3,15.27,1.5645,#NA,#NA,16.8,2.13,#NA,1.76,0.018,#NA,#NA,#NA,#NA,,,360,9.13
10/15/1958,#NA,#NA,1.22823E+13,#NA,#NA,2.462,#NA,#NA,11.3,13.94,1.5642,#NA,#NA,16.8,2.13,#NA,1.8,0.018,#NA,#NA,#NA,#NA,,,360,8.21
11/15/1958,#NA,#NA,1.22823E+13,#NA,#NA,2.462,#NA,#NA,11.3,10.93,1.5636,#NA,#NA,16.8,1.92,#NA,2.27,0.018,#NA,#NA,#NA,#NA,,,360,8.03
12/15/1958,#NA,#NA,1.23705E+13,#NA,#NA,2.462,#NA,#NA,11.3,8.95,1.5618,#NA,#NA,16.8,1.72,#NA,2.42,0.018,#NA,#NA,#NA,#NA,,,360,8.4
1/15/1959,#NA,#NA,1.17774E+13,#NA,#NA,2.462,#NA,#NA,11.6,7.98,1.3286,#NA,#NA,16.8,1.2,#NA,2.48,0.018,#NA,#NA,#NA,#NA,,,360,7.67
2/15/1959,#NA,#NA,1.09522E+13,#NA,#NA,2.462,#NA,#NA,11.8,8.22,1.3286,#NA,#NA,16.8,1,#NA,2.43,0.018,#NA,#NA,#NA,#NA,,,360,8.58
3/15/1959,#NA,#NA,1.22823E+13,#NA,#NA,2.462,#NA,#NA,11.7,6.46,1.3286,#NA,#NA,16.8,0.3,#NA,2.8,0.018,#NA,#NA,#NA,#NA,,,360,8.76
4/15/1959,#NA,#NA,1.25512E+13,#NA,#NA,2.462,#NA,#NA,11.7,5.58,1.3286,#NA,#NA,16.8,0.3,#NA,2.96,0.018,#NA,#NA,#NA,#NA,,,360,8.4
5/15/1959,#NA,#NA,1.28322E+13,#NA,#NA,2.462,#NA,#NA,11.7,4.75,1.3286,#NA,#NA,16.9,0.4,#NA,2.9,0.018,#NA,#NA,#NA,#NA,,,360,8.03
6/15/1959,#NA,#NA,1.25512E+13,#NA,#NA,2.462,#NA,#NA,11.7,4.74,1.3286,#NA,#NA,16.9,0.69,#NA,3.39,0.018,#NA,#NA,#NA,#NA,,,360,8.4
7/15/1959,#NA,#NA,1.15403E+13,#NA,#NA,2.462,#NA,#NA,11.7,4.72,1.3286,#NA,#NA,17,0.79,#NA,3.47,0.018,#NA,#NA,#NA,#NA,,,360,8.4
8/15/1959,#NA,#NA,1.11665E+12,#NA,#NA,2.462,#NA,#NA,11.8,4.87,1.3286,#NA,#NA,17,0.89,#NA,3.5,0.018,#NA,#NA,#NA,#NA,,,360,8.4
9/15/1959,#NA,#NA,1.11656E+13,#NA,#NA,2.462,#NA,#NA,11.9,4.85,1.3286,#NA,#NA,17,1.19,#NA,3.76,0.018,#NA,#NA,#NA,#NA,,,360,8.4
10/15/1959,#NA,#NA,1.11656E+13,#NA,#NA,2.462,#NA,#NA,11.9,5.31,1.3286,#NA,#NA,17.1,1.49,#NA,3.98,0.018,#NA,#NA,#NA,#NA,,,360,8.4
11/15/1959,#NA,#NA,1.04849E+13,#NA,#NA,2.462,#NA,#NA,12,6.3,1.3286,#NA,#NA,17.1,1.39,#NA,4,0.018,#NA,#NA,#NA,#NA,,,360,8.4
12/15/1959,#NA,#NA,9.34517E+12,#NA,#NA,2.462,#NA,#NA,12,5.96,1.3286,#NA,#NA,17.1,1.49,#NA,3.99,0.018,#NA,#NA,#NA,#NA,,,360,8.4
1/15/1960,#NA,#NA,9.00265E+12,#NA,#NA,2.462,#NA,#NA,12.2,4.87,1.3286,#NA,#NA,17,1.29,#NA,3.99,0.018,#NA,#NA,#NA,#NA,,,360,8.4
2/15/1960,#NA,#NA,9.24458E+12,#NA,#NA,2.462,#NA,#NA,12.2,3.72,1.3286,#NA,#NA,17.1,1.59,#NA,3.97,0.018,#NA,#NA,#NA,#NA,,,360,8.4
3/15/1960,#NA,#NA,9.24458E+12,#NA,#NA,2.462,#NA,#NA,12.2,4.04,1.3286,#NA,#NA,17.1,1.59,#NA,3.84,0.019,#NA,#NA,#NA,#NA,,,360,8.4
